所属概念数量,market_code,code,所属概念,股票代码
5,33,002945,互联网金融;创投;西部大开发;融资融券;深股通,002945.SZ
8,17,603979,金属铜;黄金概念;磷化工;同花顺出海50;一带一路;人民币贬值受益;沪股通;融资融券,603979.SH
9,33,002623,钙钛矿电池;POE胶膜;光伏建筑一体化;光伏概念;建筑节能;绿色电力;一带一路;特斯拉概念;融资融券,002623.SZ
4,33,002043,共同富裕示范区;智能家居;深股通;融资融券,002043.SZ
20,17,688387,卫星导航;商业航天;6G概念;低空经济;网络安全;车联网(车路协同);人工智能;DeepSeek概念;机器视觉;物联网;东数西算(算力);工业互联网;5G;专精特新;芯片概念;央企国企改革;AI应用;国企改革;沪股通;融资融券,688387.SH
46,33,002230,AI语料;多模态AI;ChatGPT概念;AIGC概念;AI智能体;云计算;华为昇腾;虚拟数字人;语音技术;中国AI 50;智慧政务;阿里巴巴概念;数据要素;在线教育;智能医疗;元宇宙;互联网保险;人工智能;人脸识别;DeepSeek概念;东数西算(算力);家庭医生;独角兽概念;华为概念;车联网(车路协同);数字孪生;量子科技;智慧城市;智能音箱;脑机接口;机器视觉;智能穿戴;工业互联网;AI应用;智能座舱;AI手机;机器人概念;无线耳机;智能家居;人形机器人;消费电子概念;眼科医疗;雄安新区;同花顺漂亮100;深股通;融资融券,002230.SZ
9,33,002865,BC电池;钙钛矿电池;TOPCON电池;商业航天;光伏概念;海南自贸区;新能源汽车;融资融券;深股通,002865.SZ
23,33,300053,卫星导航;商业航天;时空大数据;低空经济;飞行汽车(eVTOL);人脸识别;数据要素;智慧城市;东数西算(算力);安防;人工智能;MCU芯片;芯片概念;横琴新区;专精特新;汽车芯片;数据中心;粤港澳大湾区;地下管网;国企改革;存储芯片;深股通;融资融券,300053.SZ
14,17,600313,转基因;玉米;大豆;粮食概念;土地流转;农业种植;化肥;乡村振兴;国企改革;央企国企改革;一带一路;2025年报预增;沪股通;融资融券,600313.SH
27,17,600556,小红书概念;快手概念;Web3.0;AIGC概念;多模态AI;虚拟数字人;NFT概念;抖音概念(字节概念);AI智能体;知识产权保护;文化传媒概念;在线教育;数据要素;腾讯概念;阿里巴巴概念;元宇宙;区块链;职业教育;IP经济(谷子经济);网红经济;人工智能;MR(混合现实);华为概念;AI应用;西部大开发;融资融券;沪股通,600556.SH
5,33,002548,生态农业;机器人概念;乡村振兴;猪肉;融资融券,002548.SZ
4,33,300509,专精特新;机器人概念;机器视觉;2025年报预增,300509.SZ
30,151,920207,AI应用;AI智能体;融资融券;虚拟现实;网络安全;空间计算;鸿蒙概念;芯片概念;智能医疗;虚拟数字人;职业教育;东数西算(算力);智慧政务;人工智能;数字孪生;信创;数字经济;数据要素;DeepSeek概念;华为概念;AIGC概念;智慧城市;数据中心;云计算;数据安全;华为鲲鹏;多模态AI;专精特新;华为昇腾;元宇宙,920207.BJ
5,17,603833,C2M概念;智能家居;同花顺漂亮100;沪股通;融资融券,603833.SH
8,17,600683,特色小镇;土地流转;物业管理;旅游概念;养老概念;国企改革;京津冀一体化;创投,600683.SH
8,17,688786,专精特新;柔性屏(折叠屏);3D打印;消费电子概念;军工;特钢概念;动力电池回收;融资融券,688786.SH
17,17,600173,黄金概念;金属铅;金属锌;金属铜;稀土永磁;锂电池概念;物业管理;氢能源;储能;绿色电力;IP经济(谷子经济);风电;机器人概念;网络游戏;手机游戏;沪股通;股权转让(并购重组),600173.SH
9,33,002809,环氧丙烷;丙烯酸;装配式建筑;雄安新区;雅下水电概念;粤港澳大湾区;水利;京津冀一体化;专精特新,002809.SZ
2,17,600714,小金属概念;西部大开发,600714.SH
11,33,301158,可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;海工装备;一带一路;高端装备;专精特新;融资融券,301158.SZ
14,17,600111,稀土永磁;小金属概念;金属回收;2025三季报预增;军工;回购增持再贷款概念;专精特新;氢能源;西部大开发;国企改革;同花顺漂亮100;沪股通;融资融券;2025年报预增,600111.SH
7,33,000968,俄乌冲突概念;煤炭概念;天然气;新疆振兴;国企改革;深股通;融资融券,000968.SZ
33,33,300096,数字水印;AI应用;DRG/DIP;移动支付;腾讯概念;人脸识别;数据安全;蚂蚁集团概念;Web3.0;家庭医生;数据确权;智慧政务;在线教育;ST板块;数据要素;数字经济;AIGC概念;信创;智慧城市;智能医疗;DeepSeek概念;华为鲲鹏;区块链;托育服务;ChatGPT概念;人工智能;华为概念;福建自贸区;海峡两岸;机器视觉;养老概念;参股保险;国企改革,300096.SZ
19,33,301556,AI智能体;数据要素;数字乡村;DeepSeek概念;人工智能;数字经济;物联网;乡村振兴;土壤修复;共同富裕示范区;机器人概念;专精特新;转基因;传感器;农机;AI眼镜;生态农业;深股通;融资融券,301556.SZ
4,33,002629,页岩气;俄乌冲突概念;天然气;光伏概念,002629.SZ
30,33,300418,Sora概念(文生视频);AI语料;Web3.0;多模态AI;ChatGPT概念;AIGC概念;短剧游戏;虚拟数字人;AI智能体;网络游戏;手机游戏;阿里巴巴概念;在线教育;区块链;人工智能;DeepSeek概念;东数西算(算力);独角兽概念;同花顺新质50;虚拟现实;网红经济;华为概念;京津冀一体化;创投;无人驾驶;芯片概念;人民币贬值受益;AI应用;深股通;融资融券,300418.SZ
13,33,300724,钙钛矿电池;BC电池;HJT电池;TOPCON电池;硅能源;光伏概念;第三代半导体;PET铜箔;芯片概念;锂电池概念;粤港澳大湾区;融资融券;深股通,300724.SZ
31,33,301218,时空大数据;智慧政务;空间计算;数据安全;数据要素;网络安全;阿里巴巴概念;卫星导航;DeepSeek概念;智慧城市;人工智能;人脸识别;智能医疗;华为概念;低空经济;无人机;物联网;安防;数据中心;水利;机器视觉;共同富裕示范区;智能电网;一带一路;传感器;专精特新;机器人概念;人形机器人;AI应用;股权转让(并购重组);融资融券,301218.SZ
11,33,002129,TOPCON电池;BC电池;硅能源;HJT电池;光伏概念;芯片概念;一带一路;同花顺漂亮100;中芯国际概念;深股通;融资融券,002129.SZ
13,33,002491,光纤概念;数字水印;网络安全;数据安全;独角兽概念;数据中心;5G;长三角一体化;专精特新;储能;固态电池;深股通;融资融券,002491.SZ
37,33,300364,Sora概念(文生视频);AI语料;快手概念;短剧游戏;ChatGPT概念;AIGC概念;Web3.0;多模态AI;虚拟数字人;AI智能体;知识产权保护;NFT概念;抖音概念(字节概念);在线教育;数据确权;文化传媒概念;数据要素;阿里巴巴概念;百度概念;腾讯概念;鸿蒙概念;元宇宙;区块链;数字乡村;职业教育;DeepSeek概念;人工智能;AI应用;数字经济;IP经济(谷子经济);虚拟现实;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券,300364.SZ
8,17,603567,智能医疗;医药电商;流感;仿制药一致性评价;黑龙江自贸区;创新药;沪股通;融资融券,603567.SH
3,17,603488,军工信息化;虚拟现实;军工,603488.SH
14,33,300792,小红书概念;快手概念;拼多多概念;AIGC概念;AI智能体;虚拟数字人;抖音概念(字节概念);阿里巴巴概念;腾讯概念;人工智能;网红经济;跨境电商;AI应用;深股通,300792.SZ
7,17,600771,医药电商;创新药;阿尔茨海默概念;白酒概念;国企改革;融资融券;沪股通,600771.SH
29,33,002400,小红书概念;快手概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);云计算;文化传媒概念;数据要素;阿里巴巴概念;国资云;百度概念;腾讯概念;区块链;元宇宙;DeepSeek概念;职业教育;人工智能;IP经济(谷子经济);横琴新区;跨境电商;体育产业;数据中心;创投;粤港澳大湾区;国企改革;长安汽车概念;深股通;融资融券,002400.SZ
5,17,603798,燃料电池;氢能源;回购增持再贷款概念;军工;军民融合,603798.SH
14,33,300748,稀土永磁;2025三季报预增;特斯拉概念;人形机器人;比亚迪概念;新能源汽车;风电;低空经济;机器人概念;回购增持再贷款概念;2025年报预增;绿色电力;融资融券;深股通,300748.SZ
10,17,603396,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;专精特新;高端装备;氢能源;新型工业化;一带一路;融资融券,603396.SH
17,33,002092,煤化工概念;消毒剂;煤炭概念;水泥概念;可降解塑料;新疆振兴;石墨烯;碳中和;碳交易;国企改革;西部大开发;一带一路;风电;跨境电商;职业教育;深股通;摘帽,002092.SZ
3,17,603279,污水处理;融资融券;沪股通,603279.SH
20,17,688031,MLOps概念;多模态AI;华为昇腾;商业航天;AIGC概念;数字水印;华为鲲鹏;AI智能体;数据要素;数据安全;信创;人工智能;DeepSeek概念;独角兽概念;华为概念;AI PC;AI应用;工业互联网;沪股通;融资融券,688031.SH
16,33,000002,租售同权;物业管理;超级品牌;装配式建筑;证金持股;养老概念;冷链物流;冰雪产业;体育产业;智能物流;同花顺漂亮100;粤港澳大湾区;空间计算;机器人概念;深股通;融资融券,000002.SZ
14,17,600075,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;绿色电力;国企改革;西部大开发;回购增持再贷款概念;一带一路;储能;沪股通;融资融券,600075.SH
21,17,603598,快手概念;小红书概念;短剧游戏;AI应用;AIGC概念;多模态AI;虚拟数字人;AI智能体;抖音概念(字节概念);文化传媒概念;拼多多概念;百度概念;数据要素;阿里巴巴概念;腾讯概念;元宇宙;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念,603598.SH
15,33,002554,股权转让(并购重组);俄乌冲突概念;天然气;地下管网;垃圾分类;海工装备;碳中和;污水处理;一带一路;氢能源;国企改革;碳交易;人民币贬值受益;云计算;融资融券,002554.SZ
21,33,002264,赛马概念;快手概念;小红书概念;拼多多概念;虚拟数字人;AIGC概念;抖音概念(字节概念);AI智能体;网红经济;阿里巴巴概念;数据要素;福建自贸区;数字经济;海峡两岸;人工智能;体育产业;DeepSeek概念;跨境电商;统一大市场;AI应用;深股通,002264.SZ
7,17,600600,超级品牌;证金持股;啤酒概念;国企改革;同花顺漂亮100;沪股通;融资融券,600600.SH
7,17,600618,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,600618.SH
15,33,300548,共封装光学(CPO);F5G概念;铜缆高速连接;光纤概念;芯片概念;5G;数据中心;华为概念;专精特新;机器人概念;2025年报预增;抖音概念(字节概念);长三角一体化;融资融券;深股通,300548.SZ
9,17,600491,房屋检测;装配式建筑;PPP概念;新型城镇化;水利;光伏建筑一体化;长三角一体化;沪股通;融资融券,600491.SH
8,33,001323,跨境电商;智能家居;DeepSeek概念;人工智能;鸿蒙概念;物联网;华为概念;深股通,001323.SZ
14,17,603195,超级品牌;同花顺漂亮100;露营经济;回购增持再贷款概念;家用电器;智能家居;充电桩;腾讯概念;抖音概念(字节概念);储能;华为概念;无线充电;沪股通;融资融券,603195.SH
5,17,600610,国企改革;西部大开发;沪股通;中字头股票;融资融券,600610.SH
41,17,600633,Sora概念(文生视频);AIGC概念;数据确权;AI智能体;多模态AI;NFT概念;文化传媒概念;手机游戏;云计算;网络游戏;智能医疗;阿里巴巴概念;腾讯概念;数据要素;百度概念;华为昇腾;AI应用;智慧政务;区块链;电子竞技;鸿蒙概念;算力租赁;元宇宙;DeepSeek概念;数字经济;人工智能;独角兽概念;东数西算(算力);智慧城市;养老概念;华为概念;旅游概念;体育产业;创投;共同富裕示范区;数据中心;国企改革;证金持股;绿色电力;沪股通;融资融券,600633.SH
11,17,600965,乳业;粮食概念;生态农业;玉米;预制菜;农业种植;冷链物流;乡村振兴;京津冀一体化;土壤修复;融资融券,600965.SH
16,33,300226,ChatGPT概念;AI语料;AI智能体;多模态AI;AIGC概念;数据要素;百度概念;鸿蒙概念;区块链;DeepSeek概念;人工智能;互联网金融;工业互联网;AI应用;深股通;融资融券,300226.SZ
5,17,601599,文化传媒概念;国企改革;短剧游戏;一带一路;DeepSeek概念,601599.SH
8,33,300176,粤港澳大湾区;人民币贬值受益;低空经济;新能源汽车;特斯拉概念;宁德时代概念;2025年报预增;股权转让(并购重组),300176.SZ
31,33,300612,小红书概念;快手概念;Web3.0;ChatGPT概念;AIGC概念;多模态AI;虚拟数字人;拼多多概念;NFT概念;抖音概念(字节概念);智慧政务;AI智能体;文化传媒概念;元宇宙;百度概念;阿里巴巴概念;腾讯概念;区块链;数字乡村;网红经济;数字经济;人工智能;DeepSeek概念;京津冀一体化;体育产业;机器视觉;数据中心;乡村振兴;长安汽车概念;AI应用;融资融券,300612.SZ
19,33,300919,金属钴;金属镍;钠离子电池;盐湖提锂;磷化工;固态电池;动力电池回收;小金属概念;锂电池概念;宁德时代概念;储能;特斯拉概念;新能源汽车;回购增持再贷款概念;西部大开发;低空经济;机器人概念;深股通;融资融券,300919.SZ
14,151,920892,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;数字经济;新型城镇化;粤港澳大湾区;房屋检测;一带一路;乡村振兴;低空经济;国企改革,920892.BJ
8,33,002667,金属铅;金属锌;小金属概念;磷化工;锂电池概念;储能;垃圾分类;融资融券,002667.SZ
3,33,300483,俄乌冲突概念;天然气;股权转让(并购重组),300483.SZ
3,17,603317,西部大开发;融资融券;沪股通,603317.SH
9,17,600763,牙科医疗;医美概念;民营医院;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,600763.SH
14,33,002285,租售同权;物业管理;特色小镇;化债概念(AMC概念);横琴新区;养老概念;新型城镇化;互联网金融;国企改革;云计算;粤港澳大湾区;华为概念;深股通;融资融券,002285.SZ
7,17,688085,智能医疗;2025年报预增;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,688085.SH
13,33,300616,IP经济(谷子经济);养老概念;空间计算;智能物流;人工智能;AIGC概念;海峡两岸;小红书概念;AI智能体;智能家居;虚拟现实;机器人概念;MR(混合现实),300616.SZ
2,22,600696,白酒概念;ST板块,600696.SH
15,33,000711,金属锌;金属回收;小金属概念;固废处理;土壤修复;ST板块;PPP概念;黑龙江自贸区;乡村振兴;污水处理;雄安新区;一带一路;水利;物联网;无人机,000711.SZ
12,33,300987,短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;智慧政务;百度概念;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券,300987.SZ
